procs,num_nodes,avg_mean_time,avg_max_time
2,10,0.0025745750026544556,0.0028135000029578805
2,100,0.0017385749815730378,0.0017865499830804765
2,1000,0.0041956250061048195,0.00443375002942048
2,10000,0.02565607499855105,0.027508500003023073
2,100000,0.3491301000176463,0.37274570000590757
2,1000000,4.958257675025379,5.411952600028599
2,10,0.0021705500112148,0.002473850006936118
2,100,0.0019190500170225278,0.001955600018845871
2,1000,0.0051913749921368435,0.005387650016928092
2,10000,0.029035650004516356,0.030326650012284517
2,100000,0.21585184999275953,0.23479144999873824
2,1000000,3.7767790499929106,4.15587124999729
